,_arpt_ident,_name,_state_prov,_icao,_faa_host_id,_loc_hdatum,_wgs_datum,_wgs_lat,_wgs_dlat,_wgs_long,_wgs_dlong,_elev,_type,_mag_var,_wac,_beacon,_second_arpt,_opr_agy,_sec_name,_sec_icao,_sec_faa,_sec_opr_agy,_cycle_date,__id
,US52085,EMANUEL CO,13,KZ,KSBO,WGE,WGE,N32363290,32.609139,W082221180,-82.369944,00327,A,W005481 1210,0409,Y,,PA,,,,,200811,7949
,US52113,YOLO CO,06,KZ,KDWA,WGE,WGE,N38344580,38.579389,W121512500,-121.856944,00100,D,E014201 1210,0364,Y,,PA,,,,,201009,7950
,US52117,LEESBURG INTL,12,KZ,KLEE,WGE,WGE,N28492243,28.822897,W081483030,-81.808417,00076,A,W005307 1210,0466,Y,,PA,,,,,201013,7951
,US52135,GROVE MUNI,40,KZ,KGMJ,WGE,WGE,N36362440,36.606778,W094441880,-94.738556,00831,A,E002353 1210,0360,Y,,PA,,,,,201005,7952
,US52137,EASTPORT MUNI,23,KZ,KEPM,WGE,WGE,N44543640,44.910111,W067004570,-67.012694,00045,D,W017303 1210,0262,Y,,PA,,,,,201013,7953
,US52164,HOLLIS MUNI,40,KZ,KO35,WGE,WGE,N34423022,34.708394,W099543136,-99.908711,01658,D,E005535 1210,0407,Y,,MU,,,,,201006,7954
,US52217,LAKELAND NOBLE F LEE MEM FLD,55,KZ,KARV,WGE,WGE,N45554053,45.927925,W089435140,-89.730944,01629,D,W002326 1210,0265,Y,,PA,,,,,201012,7955
,US52219,BOYNE CITY MUNI,26,KZ,KN98,WGE,WGE,N45123003,45.208342,W084592519,-84.990331,00657,D,W006331 1210,0264,,,MU,,,,,200807,7956
,US52339,IOWA CO,55,KZ,KMRJ,WGE,WGE,N42531264,42.886844,W090141047,-90.236242,01171,D,W001317 1210,0308,Y,,PA,,,,,201012,7957
,VE24240,CIUDAD PIAR,,SVDW,N,WGE,WGE,N07293393,7.492758,W063161282,-63.270228,00879,D,W013295 1210,0827,,,PV,,,,,200907,9824
,US_0022,SHELDON POINT AIRPORT,AK,SXP,SXP,,,,,,,,,,,,,,,,,,,100027
,IT65629,GINO LISA,,LIBF,N,WGE,WGE,N41260000,41.433333,E015320500,15.534722,00267,A,E002471 1210,0321,Y,,CI,,,,,201103,3428
,IT65779,GROTTAGLIE,,LIBG,N,WGE,WGE,N40303941,40.510947,E017241812,17.405033,00215,A,E003024 1210,0321,Y,,CI,,,,,201102,3429
,IT66175,LAMPEDUSA,,LICD,N,WGE,WGE,N35295249,35.497914,E012370510,12.618083,00070,D,E002008 1210,0423,Y,,CI,,,,,201102,3430
,IT67566,RAVENNA,,LIDR,N,WGE,WGE,N44215130,44.364250,E012132951,12.224864,00000,D,E002164 1210,0252,,,PV,,,,,201012,3431
,IT68451,GIOIA DEL COLLE,,LIBV,N,WGE,WGE,N40460420,40.767833,E016560000,16.933333,01186,C,E002588 1210,0321,Y,,MI,,,,,201009,3432
,IT70857,PARMA,,LIMP,N,WGE,WGE,N44492814,44.824483,E010174692,10.296367,00161,A,E001518 1210,0253,Y,,CI,,,,,200910,3433
,IT72273,CERVIA,,LIPC,N,WGE,WGE,N44132703,44.224175,E012182593,12.307203,00018,C,E002172 1210,0252,Y,,MI,,,,,200910,3435
,IT72564,BOLOGNA,,LIPE,N,WGE,WGE,N44320760,44.535444,E011171920,11.288667,00123,A,E002046 1210,0252,Y,,CI,,,,,201102,3436
,IT73783,PADOVA,,LIPU,N,WGE,WGE,N45234476,45.395767,E011505245,11.847903,00044,A,E002128 1210,0252,Y,,CI,,,,,200911,3437
,AG72115,SIDI MAHDI,,DAUK,N,WGE,WGE,N33040409,33.067803,E006051922,6.088672,00279,D,E000471 1210,0422,,,CI,,,,,201008,63
,US52357,AUGUSTA RGNL AT BUSH FLD,13,KAGS,AGS,WGE,WGE,N33221180,33.369944,W081575220,-81.964500,00144,B,W006135 1210,0409,Y,,PA,,,,,201013,7958
,IZ24126,RASHEED,,OR,OR1A,WGE,WGE,N33164440,33.279000,E044293890,44.494139,00105,D,E003456 0105,0427,Y,,AA,,,,,200504,3471
,IZ39860,SAMARRA EAST,,OR,OR33,WGE,WGE,N34095627,34.165631,E044155166,44.264350,00207,D,E003554 0105,0427,,,UN,,,,,200405,3474
,IZ72875,QAYYARAH WEST,,ORQW,N,WGE,WGE,N35460190,35.767194,E043073044,43.125122,00749,C,E004142 0105,0427,,,AA,,,,,200409,3481
,IZ87814,AL TAQADDUM AB,,ORAT,N,WGE,WGE,N33201699,33.338053,E043354946,43.597072,00275,C,E003480 0105,0427,,,MC,,,,,200505,3485
,IT74608,CATANIA FONTANAROSSA,,LICC,N,WGE,WGE,N37280040,37.466778,E015035907,15.066408,00039,A,E002298 1210,0344,Y,,CI,,,,,201004,3438
,IT76222,AMPUGNANO,,LIQS,N,WGE,WGE,N43152263,43.256286,E011151813,11.255036,00634,D,E002028 1210,0321,Y,,PV,,,,,201009,3440
,IT77096,CAMERI,,LIMN,N,WGE,WGE,N45315053,45.530703,E008400899,8.669164,00585,C,E001291 1210,0253,Y,,MI,,,,,200910,3441
,IT78899,ALGHERO,,LIEA,N,WGE,WGE,N40375568,40.632133,E008172678,8.290772,00087,A,E001242 1210,0320,Y,,CI,,,,,200811,3442
,IT79305,CROTONE,,LIBC,N,WGE,WGE,N38595001,38.997225,E017044861,17.080169,00522,A,E002536 1210,0344,Y,,CI,,,,,200910,3443
,IT82661,TORTOLI,,LIET,N,WGE,WGE,N39550754,39.918761,E009405873,9.682981,00024,D,E001402 1210,0345,,,CI,,,,,201009,3444
,IT83575,AOSTA,,LIMW,N,WGE,WGE,N45441895,45.738597,E007220569,7.368247,01791,D,E001097 1210,0253,,,CI,,,,,201013,3445
,IT84360,LATINA,,LIRL,N,WGE,WGE,N41323243,41.542342,E012543293,12.909147,00094,B,E002193 1210,0321,Y,,ML,,,,,201007,3446
,IT84808,PANTELLERIA,,LICG,N,WGE,WGE,N36485947,36.816519,E011580791,11.968864,00628,D,E001583 1210,0344,Y,,CI,,,,,201007,3447
,IT84831,GUIDONIA,,LIRG,N,WGE,WGE,N41592500,41.990278,E012442700,12.740833,00287,C,E002183 1210,0321,Y,,MI,,,,,201005,3448
,IT86954,BARI,,LIBD,N,WGE,WGE,N41081536,41.137600,E016452646,16.757350,00187,A,E002584 1210,0321,Y,,CI,,,,,201004,3449
,IT87100,GROSSETO,,LIRS,N,WGE,WGE,N42453725,42.760347,E011041830,11.071750,00017,B,E002000 1210,0321,Y,,ML,,,,,201102,3450
,IT89418,LECCE,,LIBN,N,WGE,WGE,N40142122,40.239228,E018075997,18.133325,00156,C,E003082 1210,0321,Y,,MI,,,,,200908,3451
,IT91824,RONCHI DEI LEGIONARI,,LIPQ,N,WGE,WGE,N45494017,45.827825,E013280024,13.466733,00039,A,E002347 1210,0252,Y,,CI,,,,,201003,3453
,IT92333,BERGAMO ORIO AL SERIO,,LIME,N,WGE,WGE,N45402600,45.673889,E009421500,9.704166,00782,A,E001437 1210,0253,Y,,CI,,,,,200906,3454
,IT93095,URBE,,LIRU,N,WGE,WGE,N41570701,41.951946,E012295600,12.498889,00055,D,E002155 1210,0321,,,CI,,,,,201103,3455
,IT93109,REGGIO EMILIA,,LIDE,N,WGE,WGE,N44415188,44.697744,E010395752,10.665978,00152,D,E001566 1210,0253,,,CI,,,,,201011,3456
,IT93111,MONTICHIARI,,LIPO,N,WGE,WGE,N45254278,45.428550,E010195254,10.331261,00355,A,E001524 1210,0253,Y,,CI,,,,,201008,3457
,IT93122,VOGHERA,,LILH,N,WGE,WGE,N44570856,44.952378,E009005907,9.016408,00423,D,E001342 1210,0253,,,CI,,,,,201005,3458
,IT93136,VITERBO,,LIRV,N,WGE,WGE,N42254866,42.430183,E012035096,12.064156,00992,B,E002114 1210,0321,,,ML,,,,,200908,3459
,IT93139,PONTECAGNANO,,LIRI,N,WGE,WGE,N40370828,40.618967,E014543908,14.910856,00119,D,E002382 1210,0321,Y,,CI,,,,,201101,3460
,IT93152,BOCCA DI FALCO,,LICP,N,WGE,WGE,N38063900,38.110833,E013184800,13.313333,00345,D,E002150 1210,0344,,,CI,,,,,201011,3462
,IV13676,MAN,,DIMN,N,WGE,WGE,N07161945,7.272069,W007351451,-7.587364,01089,D,W006096 1210,0817,,,CI,,,,,201008,3463
,IV25442,YAMOUSSOUKRO,,DIYO,N,WGE,WGE,N06541125,6.903125,W005215808,-5.366133,00696,D,W005287 0111,0817,,,CI,,,,,201102,3464
,IV42313,BOUAKE,,DIBK,N,WGE,WGE,N07441984,7.738844,W005042552,-5.073756,01231,B,W005085 0111,0817,,,ML,,,,,201102,3466
,IV43226,DALOA,,DIDL,N,WGE,WGE,N06473411,6.792808,W006282348,-6.473189,00823,D,W005541 1210,0817,,,CI,,,,,201013,3467
,IV49037,KORHOGO,,DIKO,N,WGE,WGE,N09231386,9.387183,W005332399,-5.556664,01214,D,W004522 1210,0781,,,CI,,,,,201008,3468
,IV72035,SAN PEDRO,,DISP,N,WGE,WGE,N04444771,4.746586,W006393815,-6.660597,00027,D,W006377 1210,0817,,,CI,,,,,201012,3469
,IZ15273,KIRKUK AB,,ORKK,N,WGE,WGE,N35281012,35.469478,E044205616,44.348933,01061,C,E004349 1210,0427,,,AF,,,,,201013,3470
,IZ35813,BAGHDAD INTL,,ORBI,N,WGE,WGE,N33154514,33.262539,E044140448,44.234578,00114,B,E004102 1210,0427,,,AF,,,,,201013,3472
,IZ37337,AL ASAD AB,,ORAA,N,WGE,WGE,N33470819,33.785608,E042262832,42.441200,00618,C,E004197 1210,0427,,,AF,,,,,201013,3473
,IZ44598,BALAD SOUTHEAST,,ORBD,N,WGE,WGE,N33562470,33.940194,E044214170,44.361583,00161,C,E004172 1210,0427,Y,,AF,,,,,201011,3475
,IZ48976,AL TAJI AAF,,ORTI,N,WGE,WGE,N33312590,33.523861,E044152429,44.256748,00121,C,E004129 1210,0427,,,AA,,,,,201013,3476
,IZ50940,BASRAH INTL,,ORMM,N,WGE,WGE,N30325665,30.549069,E047394371,47.662142,00011,B,E003274 1210,0445,,,ML,,,,,201007,3477
,IZ57892,UBAYDAH BIN AL JARRAH,,ORUB,N,WGE,WGE,N32285517,32.481992,E045452560,45.757111,00068,C,E003568 1210,0427,,,AA,,,,,201007,3478
,IZ66681,MOSUL,,ORBM,N,WGE,WGE,N36182074,36.305761,E043085063,43.147397,00709,D,E004466 1210,0340,,,AA,,,,,201007,3479
,IZ71089,ERBIL INTL,,ORER,N,WGE,WGE,N36141636,36.237878,E043571759,43.954886,01363,A,E004449 1210,0340,Y,,CI,,,,,201013,3480
,IZ73488,BASHUR,,ORBR,N,WGE,WGE,N36320129,36.533692,E044202359,44.339886,02079,D,E004482 1210,0340,,,AA,,,,,201007,3482
,IZ74358,ALI BASE,,ORTL,N,WGE,WGE,N30560801,30.935558,E046052405,46.090014,00020,C,E003391 1210,0445,,,AF,,,,,201007,3483
,IZ83580,AL SAHRA,,ORSH,N,WGE,WGE,N34402363,34.673231,E043323478,43.542994,00451,C,E004271 1210,0427,,,AA,,,,,201013,3484
,JA00001,MINAMI DAITO,,ROMD,N,WGE,WGE,N25504751,25.846531,E131154860,131.263500,00167,D,W004307 1210,0501,,,CI,,,,,200905,3486
,JA00002,TAJIMA,,RJBT,N,WGE,WGE,N35304600,35.512778,E134471300,134.786944,00584,D,W007294 1210,0388,Y,,CI,,,,,201001,3487
,JA00003,ODATE NOSHIRO,,RJSR,N,WGE,WGE,N40113074,40.191872,E140221715,140.371431,00292,D,W008290 1210,0292,Y,,CI,,,,,201008,3488
,US52394,MEMPHIS MUNI,48,KZ,KF21,WGE,WGE,N34442252,34.739589,W100314692,-100.529700,02102,D,E006145 1210,0407,Y,,PA,,,,,200707,7959
,AG74167,CHEIKH LARBI TEBESSI,,DABS,N,WGE,WGE,N35255385,35.431625,E008072017,8.122269,02671,A,E001150 1210,0422,,,CI,,,,,201013,64
,JA54544,TANEGASHIMA,,RJFG,N,WGE,WGE,N30324800,30.546667,E130570100,130.950278,00319,D,W005461 0105,0491,Y,,CI,,,,,200504,3542
,JA00005,MONBETSU,,RJEB,N,WGE,WGE,N44181409,44.303914,E143241450,143.404028,00080,D,W009153 1210,0281,Y,,CI,,,,,201101,3490
,JA00006,IE SHIMA AUX AB,,RODE,N,WGE,WGE,N26434324,26.728678,E127454407,127.762242,00184,D,W004465 1210,0500,,,MI,,,,,201013,3491
,JA00011,AMAKUSA,,RJDA,N,WGE,WGE,N32285701,32.482503,E130093193,130.158869,00340,D,W006346 1210,0388,Y,,CI,,,,,200904,3493
,JA00013,NOTO,,RJNW,N,WGE,WGE,N37173573,37.293258,E136574357,136.962103,00718,A,W007557 1210,0378,Y,,CI,,,,,201010,3494
,JA00014,TARAMA,,RORT,N,WGE,WGE,N24391400,24.653889,E124403150,124.675417,00036,D,W004035 1210,0499,,,CI,,,,,201012,3495
,JA00967,FUKUE,,RJFE,N,WGE,WGE,N32395858,32.666272,E128495811,128.832808,00273,D,W006353 1210,0387,Y,,CI,,,,,200909,3496
,JA01031,TOKACHI,,RJCT,N,WGE,WGE,N42532560,42.890444,E143093068,143.158522,00281,C,W008517 1210,0292,Y,,MI,,,,,201007,3497
,JA01705,ISHIGAKI,,ROIG,N,WGE,WGE,N24204028,24.344522,E124111314,124.186983,00093,D,W003568 1210,0499,Y,,CI,,,,,201004,3498
,JA02204,ASAHIKAWA,,RJEC,N,WGE,WGE,N43401500,43.670833,E142265100,142.447500,00721,A,W009150 1210,0292,Y,,CI,,,,,201003,3499
,JA06540,OKI,,RJNO,N,WGE,WGE,N36104226,36.178406,E133192474,133.323539,00272,D,W007459 1210,0379,Y,,CI,,,,,201010,3501
,JA07436,TOYAMA,,RJNT,N,WGE,WGE,N36385433,36.648425,E137111468,137.187411,00095,D,W007415 1210,0378,Y,,CI,,,,,200911,3502
,JA07635,YAMAGUCHI UBE,,RJDC,N,WGE,WGE,N33554768,33.929911,E131164344,131.278733,00023,A,W007031 1210,0388,Y,,CI,,,,,201008,3503
,JA09181,TOKUNOSHIMA,,RJKN,N,WGE,WGE,N27501098,27.836383,E128525251,128.881253,00017,D,W005076 1210,0500,Y,,CI,,,,,201009,3504
,JA09715,KANOYA,,RJFY,N,WGE,WGE,N31220370,31.367694,E130501531,130.837586,00214,C,W006141 1210,0491,Y,,MI,,,,,201005,3505
,JA11326,FUKUI,,RJNF,N,WGE,WGE,N36083426,36.142850,E136132612,136.223922,00019,D,W007364 1210,0378,,,CI,,,,,201101,3506
,JA11578,AMAMI,,RJKA,N,WGE,WGE,N28255028,28.430633,E129424515,129.712542,00027,D,W005190 1210,0491,Y,,CI,,,,,201001,3507
,JA11872,HOFU,,RJOF,N,WGE,WGE,N34020522,34.034783,E131325511,131.548642,00007,C,W007053 0111,0388,Y,,MI,,,,,201102,3508
,JA12833,TOTTORI,,RJOR,N,WGE,WGE,N35314818,35.530050,E134095418,134.165050,00065,D,W007315 1210,0388,Y,,CI,,,,,201001,3509
,JA13602,AOMORI,,RJSA,N,WGE,WGE,N40435975,40.733264,E140411888,140.688578,00664,A,W008367 1210,0292,Y,,CI,,,,,201013,3510
,JA14730,IE JIMA,,RORE,N,WGE,WGE,N26432116,26.722544,E127471268,127.786856,00246,D,W004464 1210,0500,,,CI,,,,,201101,3511
,JA18485,OKIERABU,,RJKB,N,WGE,WGE,N27255390,27.431639,E128421993,128.705536,00099,D,W005002 1210,0500,,,CI,,,,,200905,3514
,JA20269,MATSUYAMA,,RJOM,N,WGE,WGE,N33493803,33.827231,E132415863,132.699619,00025,A,W007006 1210,0388,Y,,CI,,,,,201007,3516
,JA23221,NAKASHIBETSU,,RJCN,N,WGE,WGE,N43343883,43.577453,E144573512,144.959756,00233,D,W008408 1210,0292,Y,,CI,,,,,201005,3517
,JA24322,HIROSHIMA,,RJOA,N,WGE,WGE,N34261000,34.436111,E132551000,132.919444,01088,A,W007122 1210,0388,Y,,CI,,,,,201012,3518
,JA28823,GIFU,,RJNG,N,WGE,WGE,N35233868,35.394078,E136521075,136.869653,00128,C,W007180 1210,0388,Y,,MI,,,,,201102,3519
,JA30629,SHIMOFUSA,,RJTL,N,WGE,WGE,N35475623,35.798953,E140004381,140.012169,00098,C,W007037 1210,0389,Y,,MI,,,,,200906,3520
,JA30775,KOHNAN,,RJBK,N,WGE,WGE,N34352707,34.590853,E133555996,133.933322,00003,D,W007135 1210,0388,Y,,CI,,,,,200910,3521
,JA33859,IKI,,RJDB,N,WGE,WGE,N33445652,33.749033,E129470848,129.785689,00052,D,W006577 1210,0387,Y,,CI,,,,,201011,3522
,JA33953,OKAYAMA,,RJOB,N,WGE,WGE,N34452507,34.756964,E133511929,133.855358,00806,A,W007169 1210,0388,Y,,CI,,,,,200903,3523
,JA34283,TAKAMATSU,,RJOT,N,WGE,WGE,N34125100,34.214167,E134005600,134.015556,00607,A,W007058 1210,0388,Y,,CI,,,,,201011,3524
,JA35058,NANKI SHIRAHAMA,,RJBD,N,WGE,WGE,N33394432,33.662311,E135215230,135.364528,00298,D,W006503 1210,0388,Y,,CI,,,,,201005,3525
,JA35528,HYAKURI,,RJAH,N,WGE,WGE,N36105400,36.181667,E140245300,140.414722,00108,B,W007079 1210,0378,Y,,ML,,,,,201011,3526
,JA36534,NAGOYA,,RJNA,N,WGE,WGE,N35151976,35.255489,E136552778,136.924383,00052,B,W007149 1210,0388,Y,,ML,,,,,201004,3527
,JA36868,UTSUNOMIYA,,RJTU,N,WGE,WGE,N36305243,36.514564,E139521573,139.871036,00334,C,W007195 1210,0378,Y,,MI,,,,,200904,3528
,JA38642,YAO,,RJOY,N,WGE,WGE,N34354672,34.596311,E135361060,135.602944,00039,A,W007081 1210,0388,Y,,CI,,,,,201010,3529
,JA38854,IZUMO,,RJOC,N,WGE,WGE,N35244932,35.413700,E132532394,132.889983,00015,D,W007314 1210,0388,Y,,CI,,,,,200906,3530
,JA39496,TSUIKI,,RJFZ,N,WGE,WGE,N33410600,33.685000,E131022500,131.040278,00055,C,W006582 1210,0388,Y,,MI,,,,,201004,3531
,JA40970,KIKAI,,RJKI,N,WGE,WGE,N28191505,28.320847,E129553835,129.927319,00021,D,W005173 0111,0491,,,CI,,,,,201102,3532
,JA44556,NIIGATA,,RJSN,N,WGE,WGE,N37572121,37.955892,E139071458,139.120717,00029,B,W007549 1210,0378,Y,,ML,,,,,201011,3533
,JA45214,IWAKUNI MCAS,,RJOI,N,WGE,WGE,N34084171,34.144919,E132144911,132.246975,00010,C,W007072 1210,0388,Y,,MI,,,,,201102,3534
,JA45720,IWOTO,,RJAW,N,WGE,WGE,N24470293,24.784147,E141192164,141.322678,00384,C,W003034 1210,0502,Y,,MI,,,,,201007,3535
,JA49357,HANAMAKI,,RJSI,N,WGE,WGE,N39254300,39.428611,E141080700,141.135278,00298,A,W008065 1210,0378,Y,,CI,,,,,200904,3536
,JA52645,TOKUSHIMA,,RJOS,N,WGE,WGE,N34075608,34.132244,E134363333,134.609258,00037,B,W007025 1210,0388,Y,,ML,,,,,201012,3538
,JA52672,YONAGUNI,,ROYN,N,WGE,WGE,N24280264,24.467400,E122584720,122.979778,00076,D,W003533 1210,0499,Y,,CI,,,,,201009,3539
,JA53085,KISARAZU,,RJTK,N,WGE,WGE,N35235384,35.398289,E139543599,139.909997,00010,C,W006564 1210,0389,Y,,MI,,,,,200913,3540
,JA53413,NYUTABARU,,RJFN,N,WGE,WGE,N32045799,32.082775,E131270677,131.451881,00259,C,W006277 1210,0388,Y,,MI,,,,,201012,3541
,JA55175,MATSUMOTO,,RJAF,N,WGE,WGE,N36100033,36.166758,E137552161,137.922669,02182,D,W007271 1210,0378,Y,,CI,,,,,201006,3543
,US52396,SLOULIN FLD INTL,38,KZ,KISN,WGE,WGE,N48104058,48.177939,W103383245,-103.642347,01982,A,E008513 1210,0218,Y,,PA,,,,,201001,7960
,JA93713,SENDAI,,RJSS,SDJ,WGE,WGE,N38082280,38.139667,E140550120,140.917000,00015,A,W007429 0111,0378,Y,,CI,,,,,201102,3575
,AG76660,OUED IRARA KRIM BELKACEM,,DAUH,N,WGE,WGE,N31402228,31.672856,E006082535,6.140375,00463,A,E000438 1210,0451,Y,,CI,,,,,201009,66
,AG76755,GUEMAR,,DAUO,N,WGE,WGE,N33304103,33.511397,E006463646,6.776794,00206,D,E000559 1210,0422,,,CI,,,,,201013,67
,AG77314,ES SENIA,,DAOO,N,WGE,WGE,N35371608,35.621133,W000372870,-0.624639,00295,A,W000390 1210,0421,,,CI,,,,,201008,68
,US_0023,NUNAPITCHUK AIRPORT 16A,AK,PPIT,NUP,,,,,,,,,,,,,,,,,,,100028
,JA99919,KASTNER AAF,,RJTR,N,WGE,WGE,N35304957,35.513769,E139233723,139.393675,00360,C,W006550 0105,0389,Y,,AA,,,,,200503,3595
,JO00001,ZARQA,,OJ,OJ38,WGE,WGE,N32013096,32.025267,E036084124,36.144789,02400,D,E003391 0105,0426,,,MI,,,,,200405,3602
,JA95906,MIHO,,RJOH,N,WGE,WGE,N35293616,35.493378,E133142100,133.239167,00020,B,W007326 1210,0388,Y,,ML,,,,,201004,3580
,JA94557,IRUMA,,RJTJ,N,WGE,WGE,N35503167,35.842131,E139243825,139.410625,00295,C,W007097 1210,0389,Y,,MI,,,,,201006,3576
,JA59900,MATSUSHIMA,,RJST,N,WGE,WGE,N38241771,38.404919,E141131046,141.219572,00007,C,W007452 1210,0378,Y,,MI,,,,,200902,3546
,JA60310,YAMAGATA,,RJSC,N,WGE,WGE,N38244265,38.411847,E140221674,140.371317,00353,B,W007535 1210,0378,Y,,ML,,,,,201102,3547
,JA60548,OITA,,RJFO,N,WGE,WGE,N33284611,33.479475,E131441361,131.737114,00019,A,W006545 1210,0388,Y,,CI,,,,,201006,3548
,JA64522,OBIHIRO,,RJCB,N,WGE,WGE,N42440099,42.733608,E143130287,143.217464,00505,A,W008480 1210,0292,Y,,CI,,,,,200913,3552
,JA65281,AKITA,,RJSK,N,WGE,WGE,N39365600,39.615556,E140130700,140.218611,00314,A,W008189 1210,0378,Y,,CI,,,,,201102,3553
,JA65587,ASHIYA,,RJFA,N,WGE,WGE,N33525910,33.883083,E130391080,130.653000,00098,D,W007017 1210,0388,Y,,MI,,,,,201010,3554
,JA66913,WAKKANAI,,RJCW,N,WGE,WGE,N45241607,45.404464,E141480758,141.802106,00031,A,W009549 1210,0281,Y,,CI,,,,,201013,3555
,JA71692,MIYAKO,,ROMY,N,WGE,WGE,N24465815,24.782819,E125174248,125.295133,00150,D,W004077 1210,0500,Y,,CI,,,,,201012,3556
,JA72494,HAMAMATSU,,RJNH,N,WGE,WGE,N34450185,34.750514,E137421206,137.703350,00150,C,W007000 1210,0389,Y,,MI,,,,,200813,3557
,JA73388,NAGASAKI,,RJFU,N,WGE,WGE,N32550100,32.916944,E129544900,129.913611,00015,B,W006424 1210,0387,Y,,ML,,,,,201102,3558
,JA76116,KOCHI,,RJOK,N,WGE,WGE,N33324568,33.546022,E133400976,133.669378,00042,A,W006537 0211,0388,Y,,CI,,,,,201103,3560
,JA76362,MIYAZAKI,,RJFM,N,WGE,WGE,N31523800,31.877222,E131265500,131.448611,00021,A,W006238 1210,0491,Y,,CI,,,,,201012,3561
,JA76546,SHONAI,,RJSY,N,WGE,WGE,N38484400,38.812222,E139471400,139.787222,00086,A,W008066 1210,0378,Y,,CI,,,,,201101,3562
,JA79004,FUKUSHIMA,,RJSF,N,WGE,WGE,N37133875,37.227431,E140254071,140.427975,01221,A,W007290 1210,0378,Y,,CI,,,,,200903,3563
,JA85624,YAKUSHIMA,,RJFC,N,WGE,WGE,N30230796,30.385544,E130393337,130.659269,00124,D,W005556 1210,0491,Y,,CI,,,,,201001,3567
,JA87244,IWAMI,,RJOW,N,WGE,WGE,N34403500,34.676389,E131472509,131.790303,00184,D,W007176 1210,0388,Y,,CI,,,,,201007,3568
,JA88306,TSUSHIMA,,RJDT,N,WGE,WGE,N34170560,34.284889,E129194998,129.330550,00213,D,W007066 1210,0387,Y,,CI,,,,,201011,3569
,JA89519,OSHIMA,,RJTO,N,WGE,WGE,N34465492,34.781922,E139213706,139.360294,00138,D,W006484 1210,0389,Y,,CI,,,,,200904,3570
,JA89721,YORON,,RORY,N,WGE,WGE,N27023827,27.043964,E128240546,128.401517,00052,D,W004530 1210,0500,Y,,CI,,,,,201010,3571
,JA90678,SHIMOJISHIMA,,RORS,N,WGE,WGE,N24493686,24.826906,E125084181,125.144947,00054,A,W004079 1210,0500,Y,,CI,,,,,201012,3572
,JA92767,SHIZUHAMA,,RJNY,N,WGE,WGE,N34484600,34.812778,E138175300,138.298056,00029,C,W006572 1210,0389,Y,,MI,,,,,201011,3573
,JA93190,MEMANBETSU,,RJCM,N,WGE,WGE,N43525018,43.880606,E144095059,144.164053,00135,A,W008575 1210,0292,Y,,CI,,,,,201012,3574
,JA95914,OZUKI,,RJOZ,N,WGE,WGE,N34024320,34.045333,E131030780,131.052167,00013,C,W007051 1210,0388,Y,,MI,,,,,201007,3581
,JA97518,HACHINOHE,,RJSH,N,WGE,WGE,N40330733,40.552036,E141280168,141.467133,00152,C,W008255 1210,0292,Y,,MI,,,,,200811,3583
,JA97789,MIYAKEJIMA,,RJTQ,N,WGE,WGE,N34042000,34.072222,E139333600,139.560000,00067,D,W006322 1210,0389,Y,,CI,,,,,201005,3584
,JA97827,HIROSHIMANISHI,,RJBH,N,WGE,WGE,N34220028,34.366744,E132244998,132.413883,00015,A,W007114 1210,0388,Y,,CI,,,,,201004,3585
,JA98319,KUMAMOTO,,RJFT,N,WGE,WGE,N32501435,32.837319,E130511818,130.855050,00642,B,W006419 1210,0388,Y,,ML,,,,,201012,3586
,JA99447,HACHIJOJIMA,,RJTH,N,WGE,WGE,N33065400,33.115000,E139470900,139.785833,00303,D,W006106 1210,0389,Y,,CI,,,,,201002,3587
,JA99577,KOMATSU,,RJNK,N,WGE,WGE,N36233815,36.393931,E136242692,136.407478,00038,B,W007405 1210,0378,Y,,ML,,,,,201013,3588
,JA99840,KUMEJIMA,,ROKJ,N,WGE,WGE,N26214862,26.363506,E126424970,126.713806,00023,D,W004379 1210,0500,Y,,CI,,,,,201011,3589
,JA99841,RISHIRI,,RJER,N,WGE,WGE,N45143122,45.242006,E141111539,141.187608,00112,D,W009585 1210,0281,Y,,CI,,,,,201001,3590
,JA99856,SHIKABE,,RJ,RJ04,WGE,WGE,N42024204,42.045011,E140473462,140.792950,00063,D,W009014 1210,0292,Y,,PV,,,,,200909,3591
,JA99891,TATEYAMA,,RJTE,N,WGE,WGE,N34591311,34.986975,E139494497,139.829158,00010,C,W006487 1210,0389,Y,,MI,,,,,201006,3593
,JA99915,KITADAITO,,RORK,N,WGE,WGE,N25564086,25.944683,E131193629,131.326747,00080,D,W004324 1210,0501,,,CI,,,,,201002,3594
,JE78586,JERSEY,,EGJJ,N,WGE,WGE,N49122877,49.207992,W002114341,-2.195392,00277,A,W001591 1210,0229,,,CI,,,,,200908,3596
,JM49086,KEN JONES,,MKKJ,N,WGE,WGE,N18115570,18.198806,W076320430,-76.534528,00014,D,W006582 1210,0647,Y,,CI,,,,,200907,3598
,JM57349,IAN FLEMING INTL,,MKBS,N,WGE,WGE,N18241529,18.404247,W076580846,-76.969017,00096,D,W006442 1210,0647,,,CI,,,,,201102,3599
,JM89498,TINSON PEN,,MKTP,N,WGE,WGE,N17591881,17.988558,W076492554,-76.823761,00016,D,W006452 1210,0647,Y,,CI,,,,,200810,3601
,US52488,VALKARIA,12,KZ,KX59,WGE,WGE,N27573910,27.960861,W080333000,-80.558333,00026,D,W006110 1210,0525,Y,,PA,,,,,201102,7961
